,Unnamed: 0.1,Unnamed: 0,Text,Bold/Not,Font Size,Words,Nouns,Verbs,Digits,Punctuations,Enumeration,Text Case,Label
8652,8652,4370,SECTION 8 Use of Outside Market,1.0,11.0,6,4,0,1,0,0,3,1
8653,8653,4941,"Savvy may, from time to time, share User information with third parties, providedthat the information is not personally identiï¬able. The User grants Savvy aworldwide license to use, host, store, reproduce, modify, create derivative works,communicate, publish, and distribute such information. The license continues evenif the User stops using Savvy's services.",0.0,12.0,65,22,9,0,3,0,3,0
8654,8654,4882,SECTION 18 Indemnification and Hold Harmless,1.0,12.0,6,4,0,1,0,0,3,1
8655,8655,1563,14 WHAT HAPPENS WHEN THE SERVICE IS TERMINATED,1.0,8.0,8,5,1,1,0,0,1,1
8656,8656,2616," Avenue, MontrÃ©al, QuÃ©bec, H1X 2X8;",0.0,10.0,9,4,0,1,0,0,3,0
8657,8657,1533,10. TERMINATION FOR CAUSE.,0.0,10.0,6,3,0,1,2,1,1,1
8658,8658,834,1.2  The  course  and  the  navigation  are  directed  solely  by  the  Master  of  the  vessel  requesting  the,0.0,10.0,17,4,3,1,0,0,3,0
8659,8659,2203,9. TERMINATION OF AGREEMENT,1.0,11.0,5,3,0,1,1,1,1,1
8660,8660,4175,SECTION 5 SERVICES,1.0,11.0,3,2,0,1,0,0,1,1
8661,8661,2401,the negative consequences of the security breach;,0.0,11.0,8,3,0,0,0,0,2,0
8662,8662,3003,21. Provisions of Service,1.0,11.0,5,2,0,1,1,1,3,1
8663,8663,947,11. INDEMNITY,0.0,11.0,3,1,0,1,1,1,1,1
8664,8664,287,8. WARRANTY DISCLAIMER.,1.0,8.0,5,2,0,1,2,1,1,1
8665,8665,13271,days of the date of such invoice (â€œDue Dateâ€).,0.0,10.0,12,4,0,0,1,0,3,0
8666,8666,5293,VI. Payments,1.0,9.0,3,2,0,0,1,1,4,1
8667,8667,128,3. CHARGES AND PAYMENT,1.0,10.0,5,3,0,1,1,1,1,1
8668,8668,13552,"necessary and speciï¬c procedures for porting between service providers. Customer agrees that UniVoIP willnot be held liable for failure or delay of any third party to cooperate in porting of any telephone number, orfor the allegedly unauthorized porting of any telephone number by a third party.",0.0,10.0,49,15,6,0,2,0,3,0
8669,8669,3899,Prorated to the run-time duration of each ï¬le,0.0,8.0,8,2,1,0,0,0,3,0
8670,8670,2377,andAharon Rabinovitz,0.0,11.0,2,2,0,0,0,0,3,0
8671,8671,3133,Basic Commissioning Services:,1.0,12.0,4,3,0,0,0,0,4,0
8672,8672,4275,less than 30 days written notice.,0.0,11.0,7,1,1,1,1,0,2,0
8673,8673,4161,SECTION 4 Confidential Information,1.0,10.0,4,3,0,1,0,0,3,1
8674,8674,919,"(d)  Client  shall  pay  GAN  an  Early  Termination  Fee  if  Client  terminates  theServices or this Agreement in accordance with this Section TERM &amp; TERMINATION, SubSection  2(c).  â€œEarly  Termination  Feeâ€  means  a  fee  equal  to  three  (3)  multiplied  by  Y,where  Y  equals  the  average  of  all  fees  payable  each  month  for  all  Services  beingterminated during  the  twelve-month  period  immediately  preceding  the  eï¬€ective  date  of",0.0,11.0,76,26,7,3,1,0,3,0
8675,8675,2429,10. Agreement,1.0,11.0,3,1,0,1,1,1,3,1
8676,8676,4314,20.2 Subject to this Clause 20 this Agreement shall continue and be binding on the,0.0,11.0,15,2,3,2,0,0,3,0
8677,8677,16935,10.  RULES AND REGULATIONS: ,1.0,9.0,6,2,0,1,1,1,1,1
8678,8678,1960,1. EFFECTIVE DATE,1.0,9.0,4,2,0,1,1,1,1,1
8679,8679,15669,"a. Background: [Include background information on the program(s) under which this contract falls, identifying where inthe program objectives these services will be supporting. Describe the context in which the contract will be working. Thismay be similar to what was included in the RFQ/RFP.]",0.0,11.0,54,14,9,0,4,0,3,0
8680,8680,6414,8) NOTIFICATIONS,1.0,12.0,3,1,0,1,0,0,1,1
8681,8681,5238,V. IT Technical and Consulting Services,1.0,12.0,6,4,1,0,0,1,3,1
8682,8682,2928,Consultant agrees to abide by all Owner&#x27;s rules and regulations while on Owner&#x27;s property.,0.0,12.0,25,7,2,0,1,0,3,0
8683,8683,12602,"right  to  mask  works,  right  to  moral  rights  of  authors  of  copyright  protected  works,  right  to  publicity,  right  to",0.0,10.0,22,8,2,0,0,0,2,0
8684,8684,8604,"CONTRACT,  TORT,  WARRANTY,  OR  OTHERWISE  SHALL  BE  LIMITED  TODIRECT DAMAGES NOT TO EXCEED THE AMOUNTS ACTUALLY RECEIVED BY",0.0,12.0,21,18,0,0,0,0,1,0
8685,8685,3913,ARTICLE14 Proprietary Rights,1.0,11.0,3,3,0,0,0,0,4,1
8686,8686,6529,I am authorized to bind the Corporation to theterms and conditions in this Agreement.,0.0,11.0,15,4,3,0,1,0,3,0
8687,8687,1824,11. Force Majeure,1.0,11.0,4,2,0,1,1,1,3,1
8688,8688,5061,"  Purchase Order Number, provided by FUSION upon agreement of Work Order",0.0,9.0,12,7,1,0,0,0,3,0
8689,8689,336,7. Payment.,0.0,9.0,4,1,0,1,2,1,3,1
8690,8690,8752,"If  any  provision  of  this  Agreement  is  held  by  a  court  to  be  invalid,  void  orunenforceable, the remainder of this Agreement shall nevertheless remain unimpaired and in effect.",0.0,12.0,31,6,4,0,1,0,3,0
8691,8691,5047,No new Work Orders may be entered into after the termination of this Agreement.,0.0,9.0,15,4,2,0,1,0,3,0
8692,8692,4158,SECTION 4 Notices,1.0,12.0,3,2,0,1,0,0,3,1
8693,8693,2321,8. WAIVER OF COMPLIANCE,1.0,11.0,5,3,0,1,1,1,1,1
8694,8694,2175,"â–    any  breach  of  applicable  legislation,  including  GDPR,  committed  by  Customer  by",0.0,11.0,14,4,3,0,0,0,3,0
8695,8695,630,3 Collections:,0.0,10.0,3,1,0,1,0,0,3,1
8696,8696,2072,3. Equipment,1.0,9.0,3,1,0,1,1,1,3,1
8697,8697,2076,"shall  mean  any  act  of  nature  or  the  elements,  terrorism,insurrection,  revolution  or  civil  strife,  civil  war  or  hostile  action,  labor  strikes,  acts  of  publicenemies,  laws,  rules  and  regulations  of  any  governmental  authorities  having  jurisdictionover  the  premises,  inability  to  procure  material,  equipment,  or  necessary  labor  in  the  open",0.0,11.0,59,22,3,0,0,0,2,0
8698,8698,5771,XV. Miscellaneous Provisions,1.0,9.0,4,2,0,0,1,1,4,1
8699,8699,4314,SECTION 7 Notices,1.0,10.0,3,2,0,1,0,0,3,1
8700,8700,807,to  allow  Consultant ,0.0,9.0,3,1,1,0,0,0,3,0
8701,8701,46,Error! Bookmark not defined.,1.0,9.0,6,2,1,0,2,0,3,0
8702,8702,8753,15.2  Relationship of the Parties. ,1.0,12.0,6,2,0,1,1,0,3,1
8703,8703,2822,"13.1.  Governing Law, Dispute Resolution",0.0,10.0,7,3,1,1,1,1,3,0
8704,8704,12010,data against authorised or unlawful possession or accidental loss or damage; and,0.0,9.0,13,4,1,0,0,0,2,0
8705,8705,4002,"Workers&#x27; Compensation as required by applicable state law and Employerâ€™sLiability with limits of ï¬ve hundred thousand dollars ($500,000) per occurrence.",0.0,10.0,28,10,1,3,1,0,3,0
8706,8706,11454,. We warrant that we will use commercially reasonable eï¬€orts to protect the,0.0,10.0,13,1,3,0,1,0,3,0
8707,8707,5126,"John Valliant, PhD",1.0,9.0,4,3,0,0,0,0,4,0
8708,8708,415,parties&#x27; obligations under this Agreement. ,0.0,11.0,10,4,0,0,1,0,3,0
8709,8709,17695,Contact Name:,0.0,10.0,3,1,0,0,0,0,4,0
8710,8710,7439,14.0 Project Schedule and Acceptance,1.0,12.0,5,3,0,1,0,1,3,1
8711,8711,396,(c) Any assignment not in accordance with this Section 9.14 shall be void.,0.0,10.0,16,4,1,1,1,0,3,0
8712,8712,17660,exists or is available apart from that Act.,0.0,10.0,9,2,1,0,1,0,3,0
8713,8713,16453,5. CUSTOMER CONTENT,1.0,10.0,4,2,0,1,1,1,1,1
8714,8714,992,"10.  Governing  Law;  Venue;  Arbitration.  The  parties  agree  that  this  Agreementshall  be  analyzed,  interpreted,  construed,  and  enforced  in  accordance  with  the  laws  ofthe State of Virginia. Any dispute between the parties related to this Agreement shall beresolved  by  binding  arbitration  under  the  auspices  of  the  American  ArbitrationAssociation and the rules promulgated by that body and before a single arbitrator chosen",0.0,11.0,68,19,12,1,3,1,3,0
8715,8715,8859,service on the Customerâ€™s side of the Point of Demarcation at each Site at which Services are Installed.,0.0,8.0,19,7,2,0,1,0,3,0
8716,8716,6923,corrected in a timely fashion;,0.0,11.0,6,1,1,0,0,0,2,0
8717,8717,12226,For Administrative:,0.0,10.0,3,0,0,0,0,0,4,0
8718,8718,1977,6.  Miscellaneous,1.0,10.0,3,0,0,1,1,1,3,1
8719,8719,7385,"G. The County shall have no responsibility for the loss, theft, mysterious disappearance of,or damage to equipment, tools, materials, supplies, and other personal property ofIndependent Contractor or its employees, subcontractors, or material-men.",0.0,12.0,43,16,1,0,1,0,3,0
8720,8720,4313,SECTION 7 Force Majeure,1.0,9.0,4,3,0,1,0,0,3,1
8721,8721,17519,1.2. &quot;,0.0,10.0,5,1,0,1,1,1,2,0
8722,8722,5698,part of its business; or,0.0,10.0,6,2,0,0,0,0,2,0
8723,8723,282,3. PERFORMANCE; THIRD PARTY SERVICES; TERMS OF USE.,1.0,8.0,12,7,0,1,2,1,1,1
8724,8724,2274,7. IT Technical and Consulting Services,1.0,9.0,7,4,0,1,1,1,3,1
8725,8725,1624,Section 14 Liability,1.0,12.0,3,2,0,1,0,0,3,1
8726,8726,241,5. PAYMENT TERMS AND LATE CHARGE,1.0,11.0,7,5,0,1,1,1,1,1
8727,8727,8458,Such notice or demands shall be deemed to have been given or made when received by WVF.,0.0,7.0,18,2,8,0,1,0,3,0
8728,8728,6999,19) CONFIDENTIALITY,0.0,10.0,3,1,0,1,0,0,1,1
8729,8729,8369,"This Agreement and any WVF Service Order (Service Order) authorizes WVF to act as agent for Customer as necessary, toprovide the services described in the Service Order (Service), including but not limited to, ordering high speed internet, digital television,telecommunications and other services or facilities and increasing, adding to, terminating, decreasing, removing or rearranging such Service or facility onCustomerâ€™s behalf.",0.0,7.0,74,22,12,0,1,0,3,0
8730,8730,13349,MASTER SERVICE AGREEMENT,1.0,28.0,3,3,0,0,0,0,1,0
8731,8731,6353,6) No Warranty,1.0,10.0,4,1,0,1,0,0,3,1
8732,8732,3978,SECTION 1 INDEMNITY AND LIMITATION OF LIABILITY,1.0,10.0,7,6,0,1,0,0,1,1
8733,8733,1490,6.  Key Personnel: ,1.0,11.0,5,1,0,1,1,1,3,1
8734,8734,4968,SECTION 20 PAYMENT TERMS,1.0,9.0,4,3,0,1,0,0,1,1
8735,8735,5044,I. General Pricing and Fees,1.0,9.0,6,3,0,0,1,1,3,1
8736,8736,3025,21. No Warranty,1.0,12.0,4,1,0,1,1,1,3,1
8737,8737,13308,".  Customer  assumes  all  liability  for  and  agrees  to  indemnify,  release,  defend,  and  holdharmless  NP,  and  its  officers,  directors,  affiliates,  employees,  agents,  and  contractors  from  and  against  any  and  all  loss,  claim,liability,  damage,  cost,  or  expense  (including,  without  limitation,  court  costs,  and  attorneysâ€™  fees)  without  regard  to  cause  orcauses arising in connection with this Agreement and with the provision or use of the Service(s) by Customer, or its affiliates,employees,  agents  and  contractors,  invitees  or  performance  by  those  entities  under  this  Agreement,  including  but  in  no  waylimited to, a breach by Customer of its representations and warranties.a) NP assumes all liability for and agrees to indemnify, release, defend and hold harmless Customer from and against any and allloss,  claim,  liability,  damage,  cost,  or  expense  (including,  without  limitation,  court  costs  and  attorneysâ€™  fees)  arising  inconnection with the provision of the Service(s) or its performance under this Agreement, including, but in no way limited to,a  breach  by  NP  of  its  representations  and  warranties,  but  only  to  the  extent  that  those  losses,  claims,  liabilities,  damages,costs, or expenses arise out of the willful misconduct of NP, its employees, agents or other representatives.",0.0,10.0,246,79,17,0,2,0,3,0
8738,8738,17780,4. Intellectual Property; Conï¬dentiality; General Indemnity,1.0,11.0,9,5,0,1,1,1,3,1
8739,8739,2731,Master Service AgreementRedHill Biopharma Ltd. - 7810962 Canada Inc.,1.0,12.0,10,7,0,1,1,0,3,0
8740,8740,6573,11) EXPRESS TERMS,0.0,11.0,4,2,0,1,0,0,1,1
8741,8741,3974,7. Patient Protection and Aï¬€ordable Care Act (PPACA),1.0,13.0,11,5,0,1,1,1,3,1
8742,8742,4811,SECTION 17 INSURANCE,1.0,9.0,3,2,0,1,0,0,1,1
8743,8743,11228,"In some cases, emergency calls may not be routed to the designated emergency center in Your area. Rather,an emergency call may be routed to an alternative emergency center that may not have access to any or all of Yourregistered  Service  Address  information.  Consequently,  a  user  should  be  prepared  to  provide  sufficient  informationwith respect to their physical location to a public safety dispatcher. This method may delay the dispatch of emergencypersonnel to the userâ€™s location. If the emergency call is disconnected for any reason prior to the time the user hasprovided a location and callback number, emergency personnel will have no way to contact the user or determine theuserâ€™s identity or location, and the user should immediately redial 911.",0.0,10.0,129,41,17,1,5,0,3,0
8744,8744,205,"), in which case the following provisions will apply: ",0.0,11.0,11,2,1,0,0,0,2,0
8745,8745,8596,11. Limitations of Liability.,1.0,12.0,6,2,0,1,2,1,3,1
8746,8746,3739,"of logistics services, the LSP shall ensure that the subcontractor meets the statutory andcontractually agreed requirements and criteria, viz. reliability, qualiï¬cation and capability, as in itsown case. The LSP shall check this on its own responsibility and provide Ford with evidence of this ondemand. Ford may, in cases in which doubts may exist as to the reliability, qualiï¬cations and capabilityof the subcontractors, demand that the LSP perform the contractually owed work and services itselfor have them performed by another.",0.0,10.0,90,27,12,0,4,0,3,0
8747,8747,3323,ARTICLE3 Term,1.0,10.0,2,2,0,0,0,0,4,1
8748,8748,4301,15. Further Assurance,1.0,11.0,2,1,0,1,1,1,4,1
8749,8749,1977,"RTI International Global Supply Chain 3040 Cornwallis RoadResearch Triangle Park, NC 27709 Attention: Â«Team_LeaderÂ» Email: Â«Team_Leader_EmailÂ»",0.0,9.0,19,13,0,2,0,0,3,0
8750,8750,6435,8) Provisions of Service,1.0,10.0,5,2,0,1,0,0,3,1
8751,8751,11873,9.5.3 a receiver is appointed over any of the property or assets of that other Party;,0.0,9.0,17,4,2,1,0,0,3,0
8752,8752,1796,18. Variations to Agreement,1.0,9.0,5,1,1,1,1,1,3,1
8753,8753,4855,1.  Services Provided: ,1.0,12.0,5,1,1,1,1,1,3,1
8754,8754,902,authorized by Client to invoice in advance for the provision of any Services.,0.0,11.0,14,4,2,0,1,0,3,0
8755,8755,3322,â€œOC12/DS3  Muxâ€  shall  mean  a  central  oï¬€ice  based  multiplexer  with  an  OC12  opticalinterfacefor the network and 12 DS3 interfaces on the Buyer side.,0.0,10.0,24,10,3,1,1,0,3,0
8756,8756,6994,19) INDEMNITY AND LIMITATION OF LIABILITY,0.0,10.0,7,5,0,1,0,0,1,1
8757,8757,3901,ARTICLE14 Confidential Information,1.0,12.0,3,3,0,0,0,0,4,1
8758,8758,4263,9.1 Westway IT Ltd may only collect data regarding a Client for business purposes inorder to facilitate business operations and service delivery. The data collectedshall be limited to:,0.0,11.0,30,12,6,1,1,0,3,0
8759,8759,16280," means an ordering document specifying the Subscription Services to be providedhereunder that is entered into between Customer and CrowdEngine, including any addenda and supplementsthereto.",0.0,10.0,26,8,7,0,1,0,3,0
8760,8760,2475,11. CONFIDENTIALITY,1.0,10.0,3,1,0,1,1,1,1,1
8761,8761,2230,6. Indemnification and Hold Harmless,1.0,12.0,6,3,0,1,1,1,3,1
8762,8762,12997,Conflict of Interest,1.0,11.0,3,2,0,0,0,0,3,0
8763,8763,2249,Bank name: ,1.0,11.0,3,2,0,0,0,0,3,0
8764,8764,12449,"2.3. Information and Filters. Supply Partner is solely responsible for submitting to Fyber its Appâ€™s characteristics,including but not limited to the Store ID or the domain and the name of the application, and for keeping suchinformation  up-to-date,  including  activating  or  deactivating  filters  available  on  the  applicable  Fyberdashboard,  and  applying  various  blacklisting  and  tagging  features  to  screen  out  certain  categories  of  Adsfrom being served on Supply Partnerâ€™s App.",0.0,10.0,75,21,12,1,3,1,3,0
8765,8765,3135,24. SERVICES,1.0,11.0,3,1,0,1,1,1,1,1
8766,8766,5496,X. EFFECTIVE DATE,1.0,12.0,4,3,0,0,1,1,1,1
8767,8767,5044,"Either Party may terminate this Agreement in the event of material breach by the other Party in the performance ofobligations of this Agreement, if such material breach is not cured within [***] after written notice of the default isprovided to the Party in breach. Notwithstanding the foregoing, FUSION may terminate this Agreement immediately ifCPDC breaches its obligations pursuant to the NDA in respect of Conï¬dential Information disclosed to it by FUSIONpursuant to this Agreement. Either Party may terminate this Agreement immediately if the other Party either(i) becomes the subject of a voluntary or involuntary petition in bankruptcy or any proceeding relating to insolvency,receivership, liquidation, or composition for the beneï¬t of creditors; or (ii) suspends the operation of its presentbusiness or liquidates its business assets.",0.0,9.0,141,49,16,0,3,0,3,0
8768,8768,1855,"such Protected Information has been secured as to render the data unusable, unreadable, or indecipherable tounauthorized individuals through the use of valid encryption processes. The Customer shall ensure that validencryption  processes,  consistent  with  commercially  reasonable  industry  practices,  are  implemented  withrespect  to  such  Protected  Information  and  shall  utilize  such  processes  on  all  Protected  Information  to  be",0.0,10.0,60,13,13,0,1,0,3,0
8769,8769,6600,11) Termination Liability,0.0,12.0,4,2,0,1,0,0,3,1
8770,8770,7241,23) Proprietary Rights,0.0,9.0,4,2,0,1,0,0,3,1
8771,8771,1039,)  unless  otherwise  provided  under  Part  A  ofSchedule I to this Agreement.,0.0,11.0,13,4,1,0,1,0,3,0
8772,8772,1117,2. Terms Governing Provision of Services:,1.0,11.0,8,3,1,1,1,1,3,1
8773,8773,13062,this award; or,0.0,11.0,4,1,0,0,0,0,2,0
8774,8774,17710,Credit Limit:,0.0,10.0,3,2,0,0,0,0,4,0
8775,8775,2022,2. Indemnification and Hold Harmless,1.0,11.0,6,3,0,1,1,1,3,1
8776,8776,18040,"11.3 In the event of termination, Designer shall be compensated for the Servicesperformed through the date of termination in the amount of (a) any advance payment,",0.0,12.0,30,8,2,1,0,0,3,0
8777,8777,4622,SECTION 13 Indemnification and Hold Harmless,1.0,9.0,6,4,0,1,0,0,3,1
8778,8778,6098,2) RECITALS,1.0,9.0,3,1,0,1,0,0,1,1
8779,8779,717,7. Confidentiality.,0.0,9.0,4,1,0,1,2,1,3,1
8780,8780,10000,Â«  Intellectual  Property  Rights  Â»  ,1.0,9.0,5,4,0,0,0,0,3,0
8781,8781,3881,2 Hour Turnaround,0.0,9.0,3,1,0,2,0,0,3,0
8782,8782,9691,6. NON-PAYMENT,1.0,10.0,3,1,0,1,1,1,1,1
8783,8783,701, between Terminale GNL Adriatico S.r.L. andCarrier and supplements and form part of this Agreement.,0.0,10.0,16,8,0,0,2,0,3,0
8784,8784,14122,Duties of Help DeskDuties of the Help Desk personnel in the INOC include the following:,0.0,12.0,16,8,1,0,0,0,3,0
8785,8785,1850,"render  the  same  unique,  and  therefore  agrees  that  in  the  event  of  any  breach  or  threatened  or  potential",0.0,10.0,19,4,2,0,0,0,2,0
8786,8786,14848,"a. Access control on a â€œwho needs to know, minimum rightsâ€ basis for both electronic and paper",0.0,9.0,19,5,2,0,1,0,3,0
8787,8787,8292,"country in the world, or under any treaty, regardless of whether or not such right is called or generallyreferred to as a â€œmoral right.â€",0.0,10.0,26,5,3,0,0,0,2,0
8788,8788,560,22 Modification:,1.0,8.0,3,1,0,1,0,0,3,1
8789,8789,4639,13.  Applicable Law,1.0,12.0,4,1,0,1,1,1,3,1
8790,8790,356,14. Excusable delays ,1.0,11.0,2,1,0,1,1,1,3,1
8791,8791,4026,SECTION 2 CONDITIONS FOR SERVICES AND PRODUCTS,1.0,10.0,7,6,0,1,0,0,1,1
8792,8792,4444,SECTION 10 INTELLECTUAL PROPERTY,1.0,9.0,4,3,0,1,0,0,1,1
8793,8793,3782,ARTICLE12 IT Technical and Consulting Services,1.0,11.0,6,4,0,0,0,0,3,1
8794,8794,7150,22)INDEMNITY AND LIMITATION OF LIABILITY,0.0,11.0,7,5,0,1,0,0,1,1
8795,8795,6749,14) Payments,0.0,12.0,3,1,0,1,0,0,3,1
8796,8796,654,5. Lock-In Period:,1.0,9.0,5,1,0,1,1,1,3,1
8797,8797,225,1.2  Change  of  Control  means  a  party  sells  more  than  ï¬fty  (50)  percent  of  its  voting  stock  or  a  substantial  part  of  theoperating  assets  relating  to  the  activities  contemplated  in  this  Agreement  in  one  transaction  or  a  series  of  related,0.0,8.0,42,13,5,3,0,0,3,0
8798,8798,1353,"shall  contain  all  or  any  of  services/facilities  viz.,  back  up  facility,  dedicated  firewall  facility,hardware  monitoring  facility,  help  desk  support,  load  balance  server,  network  and  power  uptime,  OS  management,shared  firewall  service  and  Version  Control  described  in  Annexure  A  to  this  SLA  which  may  be  availed  by  theCustomer.",0.0,11.0,57,24,7,0,1,0,3,0
8799,8799,6967,"Provided the Contractor is making payments on or hasmade payments to the Subcontractor in accordance with the terms of this Agreement, theSubcontractor shall reimburse the Contractor for any costs and expenses for any claim,obligation or lien asserted before or after ï¬nal payment is made that arise from theperformance of the Subcontract Work. The Subcontractor shall reimburse the Contractor forcosts and expenses including attorneys' fees and costs and expenses incurred by theContractor in satisfying, discharging or defending against any such claims, obligation orlien including any action brought or judgment recovered. In the event that any applicablelaw, statute, regulation or bond requires the Subcontractor to take any action prior to theexpiration of the reasonable time for payment referenced in Subparagraph 8.2.5 and 8.3.3in order to preserve or protect the Subcontractor's rights, if any, with respect to mechanic'slien or bond claims, then the Subcontractor may take that action prior to the expiration of",0.0,11.0,164,53,23,2,2,0,3,0
8800,8800,14684,12.2.1 disclose any Conï¬dential Information to:,0.0,9.0,7,1,1,1,0,0,3,0
8801,8801,5124,"CPDC, Chair Board of Directors",1.0,9.0,6,4,0,0,0,0,3,0
8802,8802,17183,forecasts to Its Level 3 account team (or to such other address provided by Level 3 to Customer from time to,0.0,9.0,22,7,2,2,0,0,3,0
8803,8803,6785,15) WARRANTIES,0.0,10.0,3,1,0,1,0,0,1,1
8804,8804,1132,Section 6.0 ,1.0,10.0,2,1,0,1,0,0,3,0
8805,8805,3516,ARTICLE7 NOTICES,1.0,10.0,2,2,0,0,0,0,1,1
8806,8806,5007,I. SERVICES,1.0,9.0,3,1,0,0,1,1,1,1
8807,8807,16885,5.  ACCESS TO FACILITY; INSTALLATION AND MAINTENANCE OF EQUIPMENT:,1.0,9.0,12,8,0,1,1,1,1,1
8808,8808,15153,"its  disclosure,  should  be  considered  confidential.  Confidential  Information  will  also  include,  but  not  be  limited  to,  the  terms  andconditions  of  this  Agreement.  During  the  pendency  of  this  Agreement  and  for  a  period  of  two  years  after  any  termination  of  thisAgreement, each party agrees that it will not use in any way, for its own account or the account of any third party, except as expresslypermitted by, or to the limited extent required to achieve the purposes of, this Agreement, nor disclose to any third party (except asrequired by law or to such partyâ€™s attorneys, accountants and other advisors as reasonably necessary), any Confidential Information ofthe other party. Each party will take reasonable precautions to protect the confidentiality of the Confidential Information of the otherparty that are at least as stringent as it takes to protect its own Confidential Information.",0.0,10.0,156,34,17,1,4,0,3,0
8809,8809,1326,1. DEFINITIONS,1.0,11.0,3,1,0,1,1,1,1,1
8810,8810,12090,11.  CHANGE IN LAW. ,1.0,9.0,6,3,0,1,2,1,1,1
8811,8811,1431,5. PAYMENT TERMS,1.0,11.0,4,2,0,1,1,1,1,1
8812,8812,2902,19. Late Fees and Collection Costs,1.0,10.0,7,3,0,1,1,1,3,1
8813,8813,1502,4. Credit Card Usage,1.0,8.0,4,3,0,1,0,1,3,1
8814,8814,5179,IV. CONFIDENTIALITY,1.0,11.0,3,2,0,0,1,1,1,1
8815,8815,1387,covenants with Mercy Corps as follows.,0.0,11.0,7,3,1,0,1,0,3,0
8816,8816,764,"for  administrative,  operational,  management,commercial,  promotional,  market  researchand strategic purposes;",0.0,10.0,16,4,0,0,0,0,2,0
8817,8817,9432,the terms and conditions maintained by the Third-Party Vendor; and (d) to indemnify and defend Uptime for any,0.0,10.0,21,6,3,0,0,0,3,0
8818,8818,16600,"intentional acts or omissions by Customer or any of Customer's employees, agents or representatives; or (f)",0.0,10.0,21,8,0,0,0,0,3,0
8819,8819,12006,"with this Agreement, bluesource acknowledges and agrees as follows:",0.0,9.0,11,4,1,0,0,0,3,0
8820,8820,3487,ARTICLE6 Arbitration; Waiver of Jury Trial,1.0,11.0,7,5,0,0,0,0,3,1
8821,8821,5276,"8.2 By AVT Connect.AVT Connect shall indemnify, defend and hold Client, its oï¬ƒcers, directors, employees,agents, successors and assigns (each, a â€œClient Indemniteeâ€) harmless from and againstany and all Losses arising out of or relating to (1) any claim alleging that any equipment,software or materials supplied to Client by AVT Connect (â€œAVT Connect Materialsâ€)",0.0,12.0,69,22,7,2,0,0,3,0
8822,8822,616,"disturbances,  including  any  such  disturbances  that  occur  aboard  a  Ship  or  at  a  port  or  facility  where",0.0,10.0,18,5,2,0,0,0,3,0
8823,8823,13985,6. Service Specific Terms and Conditions,1.0,14.0,7,4,0,1,1,1,3,1
8824,8824,1308,10 Disputes:,1.0,8.0,3,1,0,1,0,0,3,1
8825,8825,2007,"For purposes of this Agreement &quot;foreign oï¬ƒcial&quot; means any appointed, elected, or honorary oï¬ƒcial or employee of a)a  foreign  government  (or  if  any  Subcontract  or  Subaward  issued  hereunder  will  be  performed  outside  the  UnitedStates than of the Host Country) or political party, or b) of a public international organization, or any person acting inan  oï¬ƒcial  capacity  for  or  on  behalf  of  any  such  government  or  department,  agency,  or  instrumentality,  or  for  or  onbehalf of any such public international organization (e.g., the UN, DFID, or WHO, or the World Bank).",0.0,9.0,114,29,7,1,1,0,3,0
8826,8826,14955,Raise notices,0.0,9.0,2,2,0,0,0,0,3,0
8827,8827,3661,Besucheradresse: Henry-Ford-StraÃŸe 1 KÃ¶ln-Niehl,0.0,7.0,5,1,0,1,0,0,3,0
8828,8828,1249,"If theAgreement is terminated, all IPAs are also terminated. In the event of termination, Customer shall pay ISU for Servicesprovided and non-cancelable obligations incurred prior to the termination date and ISU shall provide Customer with Resultscompleted as of the termination date for which payment has been received. The foregoing shall be in addition to any otherremedies to which the parties are entitled.",0.0,10.0,67,19,14,0,3,0,3,0
8829,8829,5175,IV. INSURANCE,1.0,12.0,3,2,0,0,1,1,1,1
8830,8830,1071,under this Agreement.,0.0,10.0,4,1,0,0,1,0,3,0
8831,8831,2569,13. EXPRESS TERMS,1.0,10.0,4,2,0,1,1,1,1,1
8832,8832,2431,"This  Master  Service  Agreement  (&quot;AGREEMENT&quot;)  is  between  Forerunner  Technologies,  Inc.,  aDelaware  Corporation,  with  its  principal  place  of  business  at  150M  Executive  Drive,  Edgewood,  NY11717  (â€œFORERUNNERâ€)  and  ",0.0,10.0,41,17,1,1,0,0,3,0
8833,8833,337," will not, of itself: ",0.0,11.0,6,0,0,0,0,0,2,0
8834,8834,9246,"1.6 In the event of Contractorâ€™s noncompliance with the nondiscrimination clauses of this contract or with any ofsuch rules, regulations, or orders, this contract may be cancelled, terminated, or suspended in whole or inpart, and the Contractor may be declared ineligible for further Government contracts in accordance withprocedures  authorized  by  Executive  Order  No.  11246  of  September  24,  1965,  and  such  other  sanctionsmay be imposed and remedies invoked as provided in Executive Order No. 11246 of September 24, 1965,",0.0,11.0,90,25,11,7,2,0,3,0
8835,8835,7793,"Services to Sellerâ€™s Hub FacilityPoint-to-hub DS3, OC3, OC12Central Office Colo-to-Hub DS3, OC3, OC12",0.0,10.0,17,12,0,0,0,0,3,0
8836,8836,1981,i-Tech Rates Schedule,0.0,10.0,3,1,1,0,0,0,3,0
8837,8837,391,"9.6. No Discrimination. Neither FAST nor Company will discriminate against any employee or applicantfor employment because of race, color, sex, sexual or aï¬€ectional preference, age, religion, national or ethnicorigin, handicap, or veteran status.",0.0,10.0,44,15,1,1,3,1,3,0
